1.5 	47522.306
1.5 	47522.306
1.4976885 	47518.144
1.490766 	47505.687
1.4792775 	47485.026
1.463292 	47456.312
1.44291 	47419.753
1.4182545 	47371.703
1.38948 	47292.254
1.356762 	47201.983
1.3203045 	47122.548
1.2803295 	47040.885
1.237086 	46965.448
1.1908395 	46893.503
1.1418735 	46826.416
1.0904925 	46762.791
1.037013 	46696.989
0.981762 	46631.596
0.9250845 	46558.777
0.8673255 	46482.376
0.808845 	46479.035
0.75 	46329.315
0.691155 	46240.692
0.6326745 	46219.576
0.5749155 	46166.012
0.518238 	46057.69
0.462987 	46038.237
0.4095075 	45947.451
0.3581265 	45876.726
0.3091605 	45835.729
0.262914 	45814.34
0.2196705 	45775.243
0.1796955 	45756.332
0.143238 	45741.382
0.11052 	45901.729
0.0817455 	45922.421
0.05709 	46176.186
0.036708 	46575.192
0.0207225 	47325.526
0.009234 	48252.311
0.0023115 	49087.449
