0 	49446.217
0.0023115 	49070.629
0.009234 	48240.786
0.0207225 	47326.137
0.036708 	46585.576
0.05709 	46148.48
0.0817455 	45934.877
0.11052 	45832.188
0.143238 	45718.824
0.1796955 	45734.481
0.2196705 	45674.98
0.262914 	45785.532
0.3091605 	45820.829
0.3581265 	45869.966
0.4095075 	45911.086
0.462987 	45982.678
0.518238 	46071.108
0.5749155 	46130.99
0.6326745 	46150.891
0.691155 	46248.685
0.75 	46300.115
0.808845 	46397.968
0.8673255 	46468.844
0.9250845 	46543.353
0.981762 	46606.842
1.037013 	46675.824
1.0904925 	46745.444
1.1418735 	46815.949
1.1908395 	46883.784
1.237086 	46953.106
1.2803295 	47029.428
1.3203045 	47109.838
1.356762 	47187.129
1.38948 	47278.438
1.4182545 	47358.884
1.44291 	47407.521
1.463292 	47442.005
1.4792775 	47469.033
1.490766 	47488.447
1.4976885 	47500.141
1.5 	47504.045
