0 	60103.982
0.0023115 	60690.776
0.009234 	59816.714
0.0207225 	58256.134
0.036708 	56932.168
0.05709 	56173.737
0.0817455 	53914.346
0.11052 	54043.432
0.143238 	53407.146
0.1796955 	52836.865
0.2196705 	52365.964
0.262914 	51965.544
0.3091605 	51610.303
0.3581265 	51284.038
0.4095075 	51006.319
0.462987 	50752.639
0.518238 	50527.988
0.5749155 	50334.021
0.6326745 	50160.562
0.691155 	50007.122
0.75 	49869.314
0.808845 	49748.365
0.8673255 	49638.822
0.9250845 	49540.131
0.981762 	49450.608
1.037013 	49368.508
1.0904925 	49292.956
1.1418735 	49222.176
1.1908395 	49155.195
1.237086 	49090.328
1.2803295 	49028.739
1.3203045 	48968.897
1.356762 	48912.348
1.38948 	48861.882
1.4182545 	48816.452
1.44291 	48774.409
1.463292 	48736.962
1.4792775 	48711.952
1.4976885 	47629.334
1.5 	46233.845
