 (   1.500000000       0.00000000E+00   0.00000000     )
 (   1.497688500       3.36000000E-04   0.00000000     )
 (   1.490766000       1.33650000E-03   0.00000000     )
 (   1.479277500       2.98500000E-03   0.00000000     )
 (   1.463292000       5.25150000E-03   0.00000000     )
 (   1.442910000       8.09850000E-03   0.00000000     )
 (   1.418254500       1.14765000E-02   0.00000000     )
 (   1.389480000       1.53315000E-02   0.00000000     )
 (   1.356762000       1.96065000E-02   0.00000000     )
 (   1.320304500       2.42370000E-02   0.00000000     )
 (   1.280329500       2.91570000E-02   0.00000000     )
 (   1.237086000       3.43035000E-02   0.00000000     )
 (   1.190839500       3.96075000E-02   0.00000000     )
 (   1.141873500       4.50000000E-02   0.00000000     )
 (   1.090492500       5.04150000E-02   0.00000000     )
 (   1.037013000       5.57820000E-02   0.00000000     )
 (   0.981762000       6.10290000E-02   0.00000000     )
 (   0.925084500       6.60825000E-02   0.00000000     )
 (   0.867325500       7.08630000E-02   0.00000000     )
 (   0.808845000       7.52940000E-02   0.00000000     )
 (   0.750000000       7.92930000E-02   0.00000000     )
 (   0.691155000       8.27760000E-02   0.00000000     )
 (   0.632674500       8.56620000E-02   0.00000000     )
 (   0.574915500       8.78730000E-02   0.00000000     )
 (   0.518238000       8.93355000E-02   0.00000000     )
 (   0.462987000       8.99820000E-02   0.00000000     )
 (   0.409507500       8.97615000E-02   0.00000000     )
 (   0.358126500       8.86320000E-02   0.00000000     )
 (   0.309160500       8.65680000E-02   0.00000000     )
 (   0.262914000       8.35620000E-02   0.00000000     )
 (   0.219670500       7.96245000E-02   0.00000000     )
 (   0.179695500       7.47810000E-02   0.00000000     )
 (   0.143238000       6.90735000E-02   0.00000000     )
 (   0.110520000       6.25575000E-02   0.00000000     )
 (   0.081745500       5.53005000E-02   0.00000000     )
 (   0.057090000       4.73700000E-02   0.00000000     )
 (   0.036708000       3.88395000E-02   0.00000000     )
 (   0.020722500       2.97810000E-02   0.00000000     )
 (   0.009234000       2.02545000E-02   0.00000000     )
 (   0.002311500       1.03155000E-02   0.00000000     )
