0 	49505.774
0.0023115 	49116.972
0.009234 	48275.052
0.0207225 	47318.819
0.036708 	46572.701
0.05709 	46115.225
0.0817455 	45910.537
0.11052 	45803.046
0.143238 	45819.538
0.1796955 	45784.056
0.2196705 	45812.179
0.262914 	45829.335
0.3091605 	45835.422
0.3581265 	45920.715
0.4095075 	45911.873
0.462987 	45977.64
0.518238 	46083.01
0.5749155 	46169.264
0.6326745 	46218.215
0.691155 	46262.215
0.75 	46308.575
0.808845 	46444.424
0.8673255 	46488.934
0.9250845 	46566.518
0.981762 	46634.659
1.037013 	46700.426
1.0904925 	46767.197
1.1418735 	46834.473
1.1908395 	46899.839
1.237086 	46968.42
1.2803295 	47046.742
1.3203045 	47128.611
1.356762 	47207.188
1.38948 	47301.477
1.4182545 	47384.549
1.44291 	47434.355
1.463292 	47469.514
1.4792775 	47497.079
1.490766 	47516.885
1.4976885 	47528.817
1.5 	47532.801
