0 	67170.205
0.0023115 	64415.933
0.009234 	58925.097
0.0207225 	54432.49
0.036708 	51697.396
0.05709 	49918.846
0.0817455 	48871.317
0.11052 	48114.37
0.143238 	47690.984
0.1796955 	47421.799
0.2196705 	47255.891
0.262914 	47152.313
0.3091605 	47084.299
0.3581265 	47035.783
0.4095075 	46996.812
0.462987 	46961.509
0.518238 	46927.094
0.5749155 	46892.248
0.6326745 	46856.555
0.691155 	46821.991
0.75 	46786.182
0.808845 	46749.88
0.8673255 	46716.754
0.9250845 	46685.392
0.981762 	46653.536
1.037013 	46620.981
1.0904925 	46593.29
1.1418735 	46561.952
1.1908395 	46533.441
1.237086 	46504.26
1.2803295 	46476.771
1.3203045 	46451.752
1.356762 	46425.176
1.38948 	46397.883
1.4182545 	46377.505
1.44291 	46355.655
1.463292 	46335.03
1.4792775 	46321.961
1.490766 	46310.529
1.5 	46278.292
