1.5 	46278.292
1.490766 	46252.724
1.4792775 	46262.508
1.463292 	46279.263
1.44291 	46298.768
1.4182545 	46324.936
1.38948 	46346.574
1.356762 	46369.83
1.3203045 	46403.319
1.2803295 	46429.658
1.237086 	46460.102
1.1908395 	46491.807
1.1418735 	46525.276
1.0904925 	46554.012
1.037013 	46587.058
0.981762 	46620.199
0.9250845 	46653.419
0.8673255 	46689.012
0.808845 	46725.029
0.75 	46762.306
0.691155 	46800.318
0.6326745 	46839.165
0.5749155 	46879.366
0.518238 	46919.588
0.462987 	46959.983
0.4095075 	47001.606
0.3581265 	47047.367
0.3091605 	47101.023
0.262914 	47174.305
0.2196705 	47282.709
0.1796955 	47442.971
0.143238 	47711.742
0.11052 	48129.516
0.0817455 	48866.938
0.05709 	49914.831
0.036708 	51685.764
0.0207225 	54461.682
0.009234 	58862.803
0.0023115 	64535.015
