1.5 	46394.524
1.4976885 	44691.234
1.4792775 	41697.981
1.463292 	41735.55
1.44291 	41772.35
1.4182545 	41813.661
1.38948 	41857.547
1.356762 	41896.955
1.3203045 	41969.376
1.2803295 	42083.423
1.237086 	42181.501
1.1908395 	42175.717
1.1418735 	42278.077
1.0904925 	42271.797
1.037013 	42329.527
0.981762 	42429.099
0.9250845 	42482.144
0.8673255 	42512.543
0.808845 	42604.566
0.75 	42682.801
0.691155 	42785.086
0.6326745 	42918.771
0.5749155 	43054.838
0.518238 	43191.629
0.462987 	43374.971
0.4095075 	43587.957
0.3581265 	43834.425
0.3091605 	44139.582
0.262914 	44467.766
0.2196705 	44778.449
0.1796955 	45264.333
0.143238 	45877.041
0.11052 	46548.884
0.0817455 	46996.169
0.05709 	48034.566
0.036708 	49183.993
0.0207225 	51854.41
0.009234 	52037.15
0.0023115 	59069.036
