1.5	0
1.4976885	0.000336
1.490766	0.0013365
1.4792775	0.002985
1.463292	0.0052515
1.44291	0.0080985
1.4182545	0.0114765
1.38948	0.0153315
1.356762	0.0196065
1.3203045	0.024237
1.2803295	0.029157
1.237086	0.0343035
1.1908395	0.0396075
1.1418735	0.045
1.0904925	0.050415
1.037013	0.055782
0.981762	0.061029
0.9250845	0.0660825
0.8673255	0.070863
0.808845	0.075294
0.75	0.079293
0.691155	0.082776
0.6326745	0.085662
0.5749155	0.087873
0.518238	0.0893355
0.462987	0.089982
0.4095075	0.0897615
0.3581265	0.088632
0.3091605	0.086568
0.262914	0.083562
0.2196705	0.0796245
0.1796955	0.074781
0.143238	0.0690735
0.11052	0.0625575
0.0817455	0.0553005
0.05709	0.04737
0.036708	0.0388395
0.0207225	0.029781
0.009234	0.0202545
0.0023115	0.0103155
0	0
0.0023115	-0.0103155
0.009234	-0.0202545
0.0207225	-0.029781
0.036708	-0.0388395
0.05709	-0.04737
0.0817455	-0.0553005
0.11052	-0.0625575
0.143238	-0.0690735
0.1796955	-0.074781
0.2196705	-0.0796245
0.262914	-0.083562
0.3091605	-0.086568
0.3581265	-0.088632
0.4095075	-0.0897615
0.462987	-0.089982
0.518238	-0.0893355
0.5749155	-0.087873
0.6326745	-0.085662
0.691155	-0.082776
0.75	-0.079293
0.808845	-0.075294
0.8673255	-0.070863
0.9250845	-0.0660825
0.981762	-0.061029
1.037013	-0.055782
1.0904925	-0.050415
1.1418735	-0.045
1.1908395	-0.0396075
1.237086	-0.0343035
1.2803295	-0.029157
1.3203045	-0.024237
1.356762	-0.0196065
1.38948	-0.0153315
1.4182545	-0.0114765
1.44291	-0.0080985
1.463292	-0.0052515
1.4792775	-0.002985
1.490766	-0.0013365
1.4976885	-0.000336
1.5	0
