1.5 	47594.762
1.4976885 	47652.727
1.4792775 	47531.519
1.463292 	47488.335
1.44291 	47316.737
1.4182545 	47322.716
1.38948 	47225.464
1.356762 	47122.609
1.3203045 	47034.662
1.2803295 	46960.316
1.237086 	46891.849
1.1908395 	46826.613
1.1418735 	46760.796
1.0904925 	46678.365
1.037013 	46625.256
0.981762 	46594.007
0.9250845 	46455.189
0.8673255 	46389.844
0.808845 	46325.043
0.75 	46254.751
0.691155 	46187.533
0.6326745 	46118.2
0.5749155 	46050.706
0.518238 	45982.306
0.462987 	45915.647
0.4095075 	45849.97
0.3581265 	45786.085
0.3091605 	45736.273
0.262914 	45698.725
0.2196705 	45671.269
0.1796955 	45657.269
0.143238 	45665.988
0.11052 	45679.77
0.0817455 	45601.41
0.05709 	45918.502
0.036708 	46255.685
0.0207225 	46800.961
0.009234 	47767.018
0.0023115 	49142.928
